번호,자전거보관소명,위도,경도,보관대수,관리기관명,관리기관전화번호
629,STX북측 맞은편,35.84756518,128.4900092,1,대구광역시 달서구청,053-667-3084
630,삼성물류센터 남측 맞은편,35.8431655,128.4911333,1,대구광역시 달서구청,053-667-3084
631,모다아울렛 정문 맞은편,35.8358511,128.4913926,1,대구광역시 달서구청,053-667-3084
632,유수지 중간지점 맞은편,35.83004919,128.4927049,1,대구광역시 달서구청,053-667-3084
633,모다아울렛 A동 앞,35.8365407,128.4913869,1,대구광역시 달서구청,053-667-3084
634,모다아울렛 B동 앞,35.8358511,128.4913926,1,대구광역시 달서구청,053-667-3084
635,새마을달서구지회 앞,35.842181,128.5344941,1,대구광역시 달서구청,053-667-3084
636,청구코아 상가 앞,35.8275288,128.5311187,2,대구광역시 달서구청,053-667-3084
637,사관학원 앞,35.8147953,128.5262855,1,대구광역시 달서구청,053-667-3084
638,베비라가게 옆,35.8064834,128.5352329,1,대구광역시 달서구청,053-667-3084
639,우정빌딩 앞,35.81730091,128.5335552,2,대구광역시 달서구청,053-667-3084
640,용산동 지엠비영어학원앞,35.858055,128.5308616,1,대구광역시 달서구청,053-667-3084
641,이곡동 지엠비영어학원앞,35.8550612,128.5043981,1,대구광역시 달서구청,053-667-3084
642,이곡동 비전학원앞,35.8550805,128.5062464,1,대구광역시 달서구청,053-667-3084
643,도원동 롯데리아앞,35.8072021,128.5353639,2,대구광역시 달서구청,053-667-3084
644,도원동 경북약국앞,35.8075918,128.5354904,1,대구광역시 달서구청,053-667-3084
645,장미아파트 402동 앞,35.80737766,128.5559494,1,대구광역시 달서구청,053-667-3084
646,용산동 사관학원 앞,35.8578077,128.5303352,1,대구광역시 달서구청,053-667-3084
647,이곡동 지구외국어학원 앞,35.8549998,128.5087192,1,대구광역시 달서구청,053-667-3084
648,대곡동 나성하와이 앞,35.8072551,128.5191741,3,대구광역시 달서구청,053-667-3084
649,장기초록나라 버스정류장앞,35.84486295,128.5300605,1,대구광역시 달서구청,053-667-3084
650,도원시장(대구은행 앞),35.8071736,128.5360907,1,대구광역시 달서구청,053-667-3084
651,도원시장(월배농협 옆),35.807053,128.5364594,1,대구광역시 달서구청,053-667-3084
652,대곡시장(단팥빵 앞),35.8073006,128.5340932,1,대구광역시 달서구청,053-667-3084
653,대곡시장(로핫치킨 앞),35.8072545,128.5344986,1,대구광역시 달서구청,053-667-3084
654,서남시장,35.8543756,128.5451735,1,대구광역시 달서구청,053-667-3084
655,용산종합시장,35.8551429,128.5213882,2,대구광역시 달서구청,053-667-3084
656,월곡로(학산중 앞),35.8314484,128.5257965,6,대구광역시 달서구청,053-667-3084
657,원화여중고 앞,35.8461885,128.5476603,2,대구광역시 달서구청,053-667-3084
658,방송통신대 앞,35.8597942,128.4948465,1,대구광역시 달서구청,053-667-3084
659,상인공영주차장,35.818116,128.5398726,32,대구광역시 달서구청,053-667-3084
660,상원공영주차장,35.80873697,128.550358,15,대구광역시 달서구청,053-667-3084
661,월광수변공원주차장,35.79880747,128.5482868,25,대구광역시 달서구청,053-667-3084
662,월곡역사공원,35.81920779,128.5456336,2,대구광역시 달서구청,053-667-3084
663,호산공원,35.84898495,128.4839303,1,대구광역시 달서구청,053-667-3084
664,월천공원,35.8229446,128.5125819,1,대구광역시 달서구청,053-667-3084
665,도원공원 내,35.8062664,128.5435905,4,대구광역시 달서구청,053-667-3084
666,성서제방도로,35.8313748,128.4895825,4,대구광역시 달서구청,053-667-3084
667,도원공원밖 담장옆,35.8062664,128.5435905,5,대구광역시 달서구청,053-667-3084
668,대곡동 나성하와이 앞,35.8072551,128.5191741,1,대구광역시 달서구청,053-667-3084
669,수외과앞,35.8545093,128.5498764,1,대구광역시 달서구청,053-667-3084
670,도원네거리(6단지앞),35.8046026,128.5343191,1,대구광역시 달서구청,053-667-3084
671,성당새마을금고앞,35.8397172,128.5489974,1,대구광역시 달서구청,053-667-3084
672,대성사앞,35.84318887,128.5554445,1,대구광역시 달서구청,053-667-3084
673,원화여중고앞,35.84656233,128.5479441,1,대구광역시 달서구청,053-667-3084
674,성서농협 죽전지점앞,35.8511575,128.5388952,1,대구광역시 달서구청,053-667-3084
675,성서메가타운 앞,35.8550972,128.5077799,1,대구광역시 달서구청,053-667-3084
676,장산초교앞,35.85483895,128.5265462,1,대구광역시 달서구청,053-667-3084
677,본리동 블루PC방앞,35.8411296,128.5364264,1,대구광역시 달서구청,053-667-3084
678,성서농협 신용산지점앞,35.8577827,128.5308897,1,대구광역시 달서구청,053-667-3084
679,장기동주민센터앞,35.8433981,128.5299636,1,대구광역시 달서구청,053-667-3084
680,감삼역,35.85458949,128.5476884,1,대구광역시 달서구청,053-667-3084
681,정도너츠앞,35.85015245,128.533899,1,대구광역시 달서구청,053-667-3084
682,용산1동주민센터내,35.8566419,128.5312386,1,대구광역시 달서구청,053-667-3084
683,대곡동 나성하와이 앞,35.8072551,128.5191741,2,대구광역시 달서구청,053-667-3084
684,계명대역,35.85106594,128.4928597,2,대구광역시 달서구청,053-667-3084
685,달서구 청소년수련관,35.82024301,128.5534077,2,대구광역시 달서구청,053-667-3084
686,이곡역,35.8511383,128.5164379,2,대구광역시 달서구청,053-667-3084
687,진천역,35.8134974,128.5225809,3,대구광역시 달서구청,053-667-3084
688,기업은행앞(성서보성화성건너),35.855107,128.5037923,1,대구광역시 달서구청,053-667-3084
689,월진경로당앞,35.8150466,128.5271613,1,대구광역시 달서구청,053-667-3084
690,감삼우방드림시티건너(진헤어앞),35.8433615,128.5337503,1,대구광역시 달서구청,053-667-3084
691,유천네거리북동편,35.8113029,128.5157247,1,대구광역시 달서구청,053-667-3084
692,대성약국앞(월배초등건너),35.8150309,128.5284792,1,대구광역시 달서구청,053-667-3084
693,유천지구대,35.8114424,128.5173512,1,대구광역시 달서구청,053-667-3084
694,감삼우방드림시티앞,35.84442,128.5334211,2,대구광역시 달서구청,053-667-3084
695,성당역동물병원앞,35.8394168,128.5586521,1,대구광역시 달서구청,053-667-3084
696,이곡공원앞,35.85568671,128.5121986,2,대구광역시 달서구청,053-667-3084
697,장산초등학교앞,35.85483895,128.5265462,1,대구광역시 달서구청,053-667-3084
698,월배이마트옆,35.817143,128.5236661,2,대구광역시 달서구청,053-667-3084
699,그랜드M타워앞,35.8501437,128.530128,1,대구광역시 달서구청,053-667-3084
700,국민은행진천지점앞,35.81392905,128.521461,1,대구광역시 달서구청,053-667-3084
701,반고개네거리 대자연수족관앞,35.8616362,128.5720561,1,대구광역시 달서구청,053-667-3084
702,대동시장 김무원내과앞,35.8115417,128.5374457,1,대구광역시 달서구청,053-667-3084
703,한교육타이거합기도장앞,35.8433453,128.5343602,1,대구광역시 달서구청,053-667-3084
704,성서초등서편육교밑,35.85118173,128.5136493,1,대구광역시 달서구청,053-667-3084
705,도원고등학교앞,35.8052052,128.5454879,4,대구광역시 달서구청,053-667-3084
706,청진빌딩앞,35.8545816,128.5046577,1,대구광역시 달서구청,053-667-3084
707,죽전역,35.85010674,128.5380378,1,대구광역시 달서구청,053-667-3084
708,진천동롯데리아앞,35.8144392,128.524157,1,대구광역시 달서구청,053-667-3084
709,반고개역,35.8619374,128.5725853,1,대구광역시 달서구청,053-667-3084
710,(구)용산정형외과앞,35.8585109,128.5298837,1,대구광역시 달서구청,053-667-3084
711,아람주공 동편,35.80592002,128.5307911,2,대구광역시 달서구청,053-667-3084
712,수목원생활온천 앞,35.8081675,128.5227763,1,대구광역시 달서구청,053-667-3084
713,경원고등학교 앞,35.86547942,128.5256786,1,대구광역시 달서구청,053-667-3084
714,계대동문 편의점 앞,35.8553399,128.4943876,1,대구광역시 달서구청,053-667-3084
715,본리어린이공원,35.84056015,128.5418156,2,대구광역시 달서구청,053-667-3084
716,본리동주민센터,35.84101503,128.5431658,1,대구광역시 달서구청,053-667-3084
717,신당동 으뜸고시원 앞,35.8553266,128.4945486,1,대구광역시 달서구청,053-667-3084
718,성서메가타운 앞,35.8550972,128.5077799,1,대구광역시 달서구청,053-667-3084
719,성서체육공원 남측,35.86156265,128.5058539,1,대구광역시 달서구청,053-667-3084
720,경원고등학교 지하도 입구,35.86406844,128.5255187,1,대구광역시 달서구청,053-667-3084
721,삼우농기,35.8449579,128.4753129,2,대구광역시 달서구청,053-667-3084
722,감삼역,35.8541659,128.5488876,1,대구광역시 달서구청,053-667-3084
723,죽전동 보건소,35.8547517,128.5355217,1,대구광역시 달서구청,053-667-3084
724,상인3동주민센터,35.8100742,128.5502339,1,대구광역시 달서구청,053-667-3084
725,영남고등학교,35.82076928,128.5363031,12,대구광역시 달서구청,053-667-3084
726,대구전자공업고등학교,35.8479121,128.5297963,1,대구광역시 달서구청,053-667-3084
727,대곡동 기업은행 앞,35.80829569,128.5361613,1,대구광역시 달서구청,053-667-3084
728,도원숯불갈비앞,35.8089701,128.5362665,1,대구광역시 달서구청,053-667-3084
729,노전초등학교네거리,35.8081704,128.5312376,1,대구광역시 달서구청,053-667-3084
730,경원고등학교 앞,35.86547942,128.5256786,2,대구광역시 달서구청,053-667-3084
731,수목원 입구,35.8007004,128.5200051,2,대구광역시 달서구청,053-667-3084
732,성서주공 1단지 아파트 앞,35.85230021,128.4988203,1,대구광역시 달서구청,053-667-3084
733,상서중학교,35.84643655,128.549872,4,대구광역시 달서구청,053-667-3084
734,진천장미공원,35.81119306,128.5186164,2,대구광역시 달서구청,053-667-3084
735,대곡역,35.80906692,128.5122788,2,대구광역시 달서구청,053-667-3084
736,상서중학교,35.84643655,128.549872,2,대구광역시 달서구청,053-667-3084
737,성곡중학교,35.8618122,128.5229778,2,대구광역시 달서구청,053-667-3084
738,상화네거리,35.8091718,128.5356958,1,대구광역시 달서구청,053-667-3084
739,용산미진태왕1차아파트,35.85620168,128.5276217,1,대구광역시 달서구청,053-667-3084
740,수림지파크골프장사무실 앞,35.8173663,128.5023898,2,대구광역시 달서구청,053-667-3084
741,효성중학교,35.8343045,128.5284014,2,대구광역시 달서구청,053-667-3084
742,대곡나성하와이,35.80723943,128.5191341,3,대구광역시 달서구청,053-667-3084
743,노전초등학교 앞,35.80817462,128.5312238,4,대구광역시 달서구청,053-667-3084
744,대진중학교 옆,35.80572413,128.5195256,4,대구광역시 달서구청,053-667-3084
745,성서세븐일레븐 앞,35.84997387,128.5155922,1,대구광역시 달서구청,053-667-3084
746,해올중고등학교,35.84137778,128.553668,3,대구광역시 달서구청,053-667-3084
747,상인중학교,35.81135675,128.5501236,1,대구광역시 달서구청,053-667-3084
748,논공읍 행정복지센터 논공공단출장소,35.73003954,128.4527811,9,대구광역시 달성군청,053-668-2913
749,달성군민운동장 서편출입구,35.729572,128.451888,30,대구광역시 달성군청,053-668-2913
750,약산온천입구교차로,35.73725568,128.4207185,12,대구광역시 달성군청,053-668-2913
751,"대실역 1,2,3,4,번출구 앞",35.8579516,128.4655707,189,대구광역시 달성군청,053-668-2913
752,"다사역 1,2,3,4번출구 앞",35.86472735,128.4585437,54,대구광역시 달성군청,053-668-2913
753,문산취수장 부근,35.85268555,128.4208713,10,대구광역시 달성군청,053-668-2913
754,다사읍 행정복지센터 서재출장소,35.87222571,128.4942619,9,대구광역시 달성군청,053-668-2913
755,옥포 간경리 마을회관 앞,35.79059638,128.4695755,20,대구광역시 달성군청,053-668-2913
756,농업기술센터 안,35.78270108,128.4467758,10,대구광역시 달성군청,053-668-2913
757,옥포읍 행정복지센터 앞,35.78924402,128.4640116,10,대구광역시 달성군청,053-668-2913
758,옥포 신당리 정자,35.80267962,128.4454289,20,대구광역시 달성군청,053-668-2913
759,포산중학교 맞은편,35.69695241,128.4604266,10,대구광역시 달성군청,053-668-2913
760,화성파크드림 남편 버스정류장,35.69817138,128.4620867,20,대구광역시 달성군청,053-668-2913
761,하나리움퀸즈파크 북편 버스정류장,35.69641585,128.4613095,20,대구광역시 달성군청,053-668-2913
762,하나리움퀸즈파크 동편 버스정류장,35.69641585,128.4613095,20,대구광역시 달성군청,053-668-2913
763,남해오네뜨2차 서편 버스정류장,35.69489317,128.4643971,20,대구광역시 달성군청,053-668-2913
764,한라하우젠트 센트럴파크 서편,35.6921636,128.4582271,20,대구광역시 달성군청,053-668-2913
765,해피타워 북편,35.6932568,128.4587419,20,대구광역시 달성군청,053-668-2913
766,파스텔시티 북편,35.69324529,128.4596918,10,대구광역시 달성군청,053-668-2913
767,비슬타워 북편,35.69323315,128.4600981,10,대구광역시 달성군청,053-668-2913
768,테크노시티 북편,35.69323543,128.4605047,20,대구광역시 달성군청,053-668-2913
769,센트럴타워 북편,35.69323347,128.4615563,10,대구광역시 달성군청,053-668-2913
770,엠스퀘어플러스 서편,35.69346526,128.4622466,9,대구광역시 달성군청,053-668-2913
771,하빈 묘1리 마을회관 앞,35.90859908,128.4173355,14,대구광역시 달성군청,053-668-2913
772,현풍읍 행정복지센터 주차장,35.69725235,128.4475726,9,대구광역시 달성군청,053-668-2913
773,학우사 앞,35.69643706,128.4446236,10,대구광역시 달성군청,053-668-2913
774,현풍시외버스터미널 북편,35.69910822,128.4416137,18,대구광역시 달성군청,053-668-2913
775,현풍2교 앞,35.69631957,128.4487002,10,대구광역시 달성군청,053-668-2913
776,제일풍경채 앞 버스정류장,35.69319486,128.4540303,18,대구광역시 달성군청,053-668-2913
777,LH천년나무2단지 동편 버스정류장,35.69115275,128.4517927,20,대구광역시 달성군청,053-668-2913
778,테크노메디컬타워 서편,35.69261663,128.4547489,20,대구광역시 달성군청,053-668-2913
779,제일풍경채 맞은편 버스정류장,35.69296519,128.4554358,20,대구광역시 달성군청,053-668-2913
780,타임스퀘어 동편 버스정류장,35.69213767,128.4573915,20,대구광역시 달성군청,053-668-2913
781,테크노월드프라자 앞,35.69226496,128.4543183,20,대구광역시 달성군청,053-668-2913
782,테크노타워 앞,35.69141045,128.4537372,20,대구광역시 달성군청,053-668-2913
783,LH천년나무2단지 맞은편 버스정류장,35.68993974,128.4532869,20,대구광역시 달성군청,053-668-2913
784,테크노폴리스 상업지구 보행자도로,35.69078414,128.4545566,9,대구광역시 달성군청,053-668-2913
785,현풍파출소 앞,35.69580509,128.4453192,9,대구광역시 달성군청,053-668-2913
786,명곡우체국 맞은편,35.79786364,128.495859,21,대구광역시 달성군청,053-668-2913
787,남평문씨본리세거지 주차장 안,35.79161671,128.5175408,10,대구광역시 달성군청,053-668-2913
788,"설화명곡역 1,3,4,6번출구 앞",35.79936645,128.4900089,100,대구광역시 달성군청,053-668-2913
789,"화원역 3,4번출구 앞",35.80446969,128.5001213,70,대구광역시 달성군청,053-668-2913
790,화원읍 행정복지센터 앞,35.8042338,128.5007176,12,대구광역시 달성군청,053-668-2913
791,팔조령 정상,35.72075139,128.6773483,10,대구광역시 달성군청,053-668-2913
792,논공읍 행정복지센터 안,35.77426605,128.4200552,10,대구광역시 달성군청,053-668-2913
793,광장코아 앞,35.85610455,128.5520361,7,대구광역시 서구청,053-663-3015
794,롯데시네마대구광장,35.85552255,128.5505248,7,대구광역시 서구청,053-663-3015
795,롯데시네마대구광장,35.8556692,128.550857,10,대구광역시 서구청,053-663-3015
796,2호선 두류역 6번출구(웰메이드 앞),35.85652162,128.5530598,14,대구광역시 서구청,053-663-3015
797,2호선 두류역 6번출구 앞,35.85670134,128.553448,10,대구광역시 서구청,053-663-3015
798,달성고등학교 입구,35.85722243,128.5540919,20,대구광역시 서구청,053-663-3015
799,두류네거리(성수치과 앞),35.85835566,128.5580023,21,대구광역시 서구청,053-663-3015
800,내당동 홈플러스 앞,35.86022365,128.5639559,52,대구광역시 서구청,053-663-3015
801,2호선 내당역 4번출구 앞,35.86046839,128.5649709,7,대구광역시 서구청,053-663-3015
802,2호선 반고개역 1번출구 앞,35.86248097,128.5725881,5,대구광역시 서구청,053-663-3015
803,2호선 반고개역 4번출구 앞,35.86260748,128.5730777,14,대구광역시 서구청,053-663-3015
804,비산네거리 팜스식자재마트 앞,35.87180871,128.5714882,7,대구광역시 서구청,053-663-3015
805,북비산네거리 대구은행 앞,35.878702,128.570932,5,대구광역시 서구청,053-663-3015
806,북비산네거리 정다운부부한의원 앞,35.87973519,128.5719354,5,대구광역시 서구청,053-663-3015
807,북비산네거리 대원부동산 앞,35.88001142,128.5718301,5,대구광역시 서구청,053-663-3015
808,세종마트 앞,35.86732509,128.5703146,6,대구광역시 서구청,053-663-3015
809,세종마트 맞은편,35.86750212,128.5712481,7,대구광역시 서구청,053-663-3015
810,평산지구대 앞,35.87333823,128.5715018,0,대구광역시 서구청,053-663-3015
811,서대구농협 북비산지점 앞,35.88020106,128.571283,10,대구광역시 서구청,053-663-3015
812,북비산네거리 동화한의원 앞,35.88028918,128.5713498,20,대구광역시 서구청,053-663-3015
813,원대동주민센터,35.88518335,128.5734273,10,대구광역시 서구청,053-663-3015
814,달서천 자전거 만남의 광장 내,35.88221265,128.556248,10,대구광역시 서구청,053-663-3015
815,달서천자전거만남의광장,35.88221265,128.556248,20,대구광역시 서구청,053-663-3015
816,달서천로 공영주차장 입구,35.8835563,128.5606884,10,대구광역시 서구청,053-663-3015
817,서부공업고등학교 내,35.85729632,128.5483703,10,대구광역시 서구청,053-663-3015
818,상중이동주민센터앞,35.86696945,128.5461561,7,대구광역시 서구청,053-663-3015
819,서구 구민운동장 입구,35.87368582,128.5429567,10,대구광역시 서구청,053-663-3015
820,서구 문화회관 입구,35.87227516,128.5461374,6,대구광역시 서구청,053-663-3015
821,서남중학교 내,35.85730663,128.5419639,20,대구광역시 서구청,053-663-3015
822,평리6동주민센터,35.8782968,128.552098,7,대구광역시 서구청,053-663-3015
823,서구 청소년수련관 입구 네거리,35.8738537,128.5462815,6,대구광역시 서구청,053-663-3015
824,서구 청소년수련관 내,35.87364872,128.5457544,7,대구광역시 서구청,053-663-3015
825,평리1동주민센터,35.87565874,128.5631244,10,대구광역시 서구청,053-663-3015
826,서구 노인복지관 앞,35.87539898,128.5640424,30,대구광역시 서구청,053-663-3015
827,서구 국민체육센터 지하출입구,35.87329406,128.5408316,7,대구광역시 서구청,053-663-3015
828,서구 국민체육센터 주차장,35.87317602,128.5412528,7,대구광역시 서구청,053-663-3015
829,평산교회 옆 골목,35.87796711,128.5682853,20,대구광역시 서구청,053-663-3015
830,비산6동주민센터,35.87629809,128.5691202,5,대구광역시 서구청,053-663-3015
831,원평치안센터 앞,35.87944609,128.562324,37,대구광역시 서구청,053-663-3015
832,북비산네거리 새현약국 앞,35.87926431,128.5709046,5,대구광역시 서구청,053-663-3015
833,철로변녹지대,35.88067538,128.5507382,10,대구광역시 서구청,053-663-3015
834,철로변녹지대,35.88030347,128.5540639,7,대구광역시 서구청,053-663-3015
835,서대구중학교 앞,35.87926861,128.5567343,20,대구광역시 서구청,053-663-3015
836,서대구중학교 앞(렌트카 맞은편),35.87927408,128.5573545,21,대구광역시 서구청,053-663-3015
837,북부정류장 내,35.88456745,128.5551618,12,대구광역시 서구청,053-663-3015
838,북부정류장 출구,35.88516054,128.5568552,6,대구광역시 서구청,053-663-3015
839,2호선 두류역 20번출구 앞,35.85788612,128.5565984,21,대구광역시 서구청,053-663-3015
840,신한은행 비산동 지점 앞,35.88667479,128.5582192,6,대구광역시 서구청,053-663-3015
841,만평네거리 쌍용자동차대리점 앞,35.88916977,128.5609135,21,대구광역시 서구청,053-663-3015
842,2호선 두류역 19번출구 앞,35.85833771,128.5568673,21,대구광역시 서구청,053-663-3015
843,중평시장 입구(평리청구상가앞),35.86499693,128.5556719,6,대구광역시 서구청,053-663-3015
844,두류네거리(거너실 흑태찜 앞),35.85859531,128.5575034,21,대구광역시 서구청,053-663-3015
845,서대구우체국 앞,35.86681814,128.5553421,5,대구광역시 서구청,053-663-3015
846,평리5동주민센터,35.86930147,128.5477043,5,대구광역시 서구청,053-663-3015
847,감삼공원 북서쪽 입구,35.85861144,128.551382,10,대구광역시 서구청,053-663-3015
848,감삼공원 동편 입구,35.85806234,128.5534275,17,대구광역시 서구청,053-663-3015
849,내당노인복지관,35.85890764,128.5519966,10,대구광역시 서구청,053-663-3015
850,내당4동주민센터,35.8589864,128.551655,10,대구광역시 서구청,053-663-3015
851,대구시 통합복지회관 평리별관,35.8769099,128.5537734,4,대구광역시 서구청,053-663-3015
852,철로변녹지대,35.88247771,128.5609081,7,대구광역시 서구청,053-663-3015
853,서구자율방범연합회,35.88115694,128.5559187,7,대구광역시 서구청,053-663-3015
854,비산7동주민센터,35.88798571,128.553544,10,대구광역시 서구청,053-663-3015
855,원대오거리 동남편(대구은행맞은편),35.8873007,128.5762017,18,대구광역시 서구청,053-663-3015
856,서구제일사회복지관,35.88571565,128.5788722,4,대구광역시 서구청,053-663-3015
857,서구제일사회복지관,35.88574722,128.578887,7,대구광역시 서구청,053-663-3015
858,한일옥매트 앞,35.88111901,128.5803893,10,대구광역시 서구청,053-663-3015
859,SK텔레콤 앞,35.88442288,128.5812412,16,대구광역시 서구청,053-663-3015
860,금류아파트 상가 앞,35.88313176,128.5807449,20,대구광역시 서구청,053-663-3015
861,서구 원대제일공원 내,35.88358241,128.5769696,7,대구광역시 서구청,053-663-3015
862,상리자전거교통안전교육장 동편,35.86178905,128.5312848,20,대구광역시 서구청,053-663-3015
863,상리공원 내,35.86207487,128.530424,20,대구광역시 서구청,053-663-3015
864,상리자전거교통안전교육장,35.86176428,128.5311072,30,대구광역시 서구청,053-663-3015
865,큰장네거리(경북약국 앞),35.87003134,128.5791214,14,대구광역시 서구청,053-663-3015
866,황제지점 앞,35.86475687,128.5640948,5,대구광역시 서구청,053-663-3015
867,신평리시장 입구,35.86763042,128.5605435,10,대구광역시 서구청,053-663-3015
868,평리3동 철로변(정자옆),35.88162871,128.559582,12,대구광역시 서구청,053-663-3015
869,평리3동 철로변(정자옆),35.88113025,128.558238,14,대구광역시 서구청,053-663-3015
870,비산1동 방범초소 옆,35.88332991,128.5641499,7,대구광역시 서구청,053-663-3015
871,행복하이트빌 맞은편,35.8839566,128.5664531,7,대구광역시 서구청,053-663-3015
872,3호선 만평역,35.8896278,128.5612062,50,대구광역시 서구청,053-663-3015
873,3호선 만평역 자전거 주차장,35.88950299,128.5612758,69,대구광역시 서구청,053-663-3015
874,현내과연합의원 앞,35.88870629,128.5670934,7,대구광역시 서구청,053-663-3015
875,채흉부외과의원 앞,35.88871342,128.5672375,7,대구광역시 서구청,053-663-3015
876,채흉부외과의원 앞,35.88878637,128.5672583,12,대구광역시 서구청,053-663-3015
877,비산5동 새마을금고 앞,35.888718,128.5677498,46,대구광역시 서구청,053-663-3015
878,팔달시장 맞은편,35.88848973,128.5690133,7,대구광역시 서구청,053-663-3015
879,자운성앞,35.89273221,128.5526954,7,대구광역시 서구청,053-663-3015
880,금성스파빌 앞,35.88786425,128.5711908,10,대구광역시 서구청,053-663-3015
881,동덕한의원 앞,35.88777489,128.5737139,21,대구광역시 서구청,053-663-3015
882,원대오거리 대구은행 앞,35.88750712,128.5753212,19,대구광역시 서구청,053-663-3015
883,원대오거리 대구은행 앞,35.88748035,128.5753013,14,대구광역시 서구청,053-663-3015
884,중리공원 내,35.86274995,128.5496388,14,대구광역시 서구청,053-663-3015
885,경운초등학교 내,35.86138506,128.5536224,7,대구광역시 서구청,053-663-3015
886,서구노인복지관,35.875554,128.564067,10,대구광역시 서구청,053-663-3015
887,SK텔레콤 앞,35.88391859,128.5810429,16,대구광역시 서구청,053-663-3015
888,봉산육거리 남서편 삼희빌딩 앞,35.8636168,128.5989748,12,대구광역시 중구청,053-661-2984
889,봉산육거리 북서편 다산문화사 앞,35.8643914,128.5990847,4,대구광역시 중구청,053-661-2984
890,봉산육거리 서편 리바트 앞,35.8648536,128.5985688,8,대구광역시 중구청,053-661-2984
891,대우빌딩(태평로 160번지) 동편,35.8746989,128.5952675,26,대구광역시 중구청,053-661-2984
892,"제일은행 서편
(스탠다드치타드 은행)",35.8725543,128.5960709,10,대구광역시 중구청,053-661-2984
893,계산오거리 동편 ABL대구타워 앞,35.8659407,128.5886955,12,대구광역시 중구청,053-661-2984
894,2.28 기념공원 북서편,35.8695559,128.5976486,30,대구광역시 중구청,053-661-2984
895,대우빌딩 서편 조형물 앞,35.874714,128.59489,7,대구광역시 중구청,053-661-2984
896,중앙네거리 북서편 대구은행 앞,35.8712091,128.5937885,8,대구광역시 중구청,053-661-2984
897,중앙네거리 남서편 아웃백 앞,35.8707396,128.5937706,3,대구광역시 중구청,053-661-2984
898,삼성생명빌딩 앞,35.8663342,128.5928153,0,대구광역시 중구청,053-661-2984
899,롯데영프라자 앞,35.871335,128.5947617,17,대구광역시 중구청,053-661-2984
900,대신동 주민센터,35.866139,128.5771777,5,대구광역시 중구청,053-661-2984
901,성내1동주민센터앞,35.8692709,128.5980362,10,대구광역시 중구청,053-661-2984
902,서문시장 농협 앞,35.869789,128.5796768,20,대구광역시 중구청,053-661-2984
903,동부교회 앞,35.862779,128.6066096,9,대구광역시 중구청,053-661-2984
904,남부교회앞,35.85955,128.5924305,14,대구광역시 중구청,053-661-2984
905,남산4동 주민센터,35.8582424,128.5805671,6,대구광역시 중구청,053-661-2984
906,반월당네거리 푸른약국앞,35.8663524,128.5936858,7,대구광역시 중구청,053-661-2984
907,남산지구대 측면,35.8660412,128.5876753,8,대구광역시 중구청,053-661-2984
908,신천둔치 동신교 하부,35.8672253,128.6127604,45,대구광역시 중구청,053-661-2984
909,비원지구대 앞,35.8835378,128.5754765,7,대구광역시 서구청,053-663-3015
910,서구청사 내 동편,35.87176533,128.5596073,20,대구광역시 서구청,053-663-3015
911,서구청사 뒤 보건소 앞,35.87218812,128.5594911,12,대구광역시 서구청,053-663-3015
912,서구의회 입구,35.87199999,128.5596659,12,대구광역시 서구청,053-663-3015
913,서구청 앞 육교 남동편(유한약국앞),35.87126224,128.5601815,20,대구광역시 서구청,053-663-3015
914,서구청 앞 육교 밑(CU편의점)앞,35.87163794,128.5602221,24,대구광역시 서구청,053-663-3015
915,평리새마을금고 앞,35.87173564,128.564315,6,대구광역시 서구청,053-663-3015
916,합격 독서실 앞,35.87227133,128.5650452,5,대구광역시 서구청,053-663-3015
917,비산네거리 다이소 앞,35.87193825,128.5705413,14,대구광역시 서구청,053-663-3015
918,비산네거리 다이소 앞,35.87193832,128.5705358,6,대구광역시 서구청,053-663-3015
919,제일고등학교 앞 서신육교 밑,35.87195903,128.5732571,14,대구광역시 서구청,053-663-3015
920,남일동 우리은행,35.8702594,128.5942797,5,대구광역시 중구청,053-661-2984
921,남산1동 주민센터 앞,35.8593505,128.5904825,3,대구광역시 중구청,053-661-2984
922,반월당 삼정그린코아 서편,35.8636339,128.5924309,5,대구광역시 중구청,053-661-2984
923,계산동2가 신성미소시티아파트 동편,35.8668491,128.5885438,11,대구광역시 중구청,053-661-2984
924,신천둔치 수성교 하부,35.8617991,128.6077072,45,대구광역시 중구청,053-661-2984
925,대신동 새마을금고앞,35.8681927,128.5795002,10,대구광역시 중구청,053-661-2984
926,국채보상공원 동편,35.8679955,128.6031004,27,대구광역시 중구청,053-661-2984
927,국채보상공원 기념관 앞,35.8689974,128.6017305,18,대구광역시 중구청,053-661-2984
928,동인치안센터 앞,35.8689974,128.6017305,5,대구광역시 중구청,053-661-2984
929,국채보상로 630번지(에스닷 옆),35.8706228,128.60454,10,대구광역시 중구청,053-661-2984
930,라파엘병원앞,35.8699591,128.5993835,8,대구광역시 중구청,053-661-2984
931,봉산문화회관,35.8604345,128.5918815,27,대구광역시 중구청,053-661-2984
932,곽병원 앞,35.8707148,128.5887352,28,대구광역시 중구청,053-661-2984
933,요셉의 집 앞,35.8736113,128.6004597,6,대구광역시 중구청,053-661-2984
934,"중앙파출소 북편
(스타S피부과 앞)",35.8673661,128.5937487,28,대구광역시 중구청,053-661-2984
935,중앙로역 2번출구앞,35.8699789,128.5943108,7,대구광역시 중구청,053-661-2984
